source,prepared_image,caption
training/dragonrod/Luminamon.png,datasets/vpet_lora/train/01046_Luminamon.png,"vpet_style, vpet_left_pose, digimon, luminamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/MachLeomon.png,datasets/vpet_lora/train/01047_MachLeomon.png,"vpet_style, vpet_left_pose, digimon, machleomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/MadLeomon (Final Form).png,datasets/vpet_lora/train/01048_MadLeomon (Final Form).png,"vpet_style, vpet_left_pose, digimon, madleomon final form, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/MadLeomon (Orochi Mode).png,datasets/vpet_lora/train/01049_MadLeomon (Orochi Mode).png,"vpet_style, vpet_left_pose, digimon, madleomon orochi, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/MadLeomon_ Armed Mode.png,datasets/vpet_lora/train/01050_MadLeomon_ Armed Mode.png,"vpet_style, vpet_left_pose, digimon, madleomon armed, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Magnamon X-Antibody.png,datasets/vpet_lora/train/01051_Magnamon X-Antibody.png,"vpet_style, vpet_left_pose, digimon, magnamon x antibody, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/MailBirdramon + Golemon.png,datasets/vpet_lora/train/01052_MailBirdramon + Golemon.png,"vpet_style, vpet_left_pose, digimon, mailbirdramon + golemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/MaloMyotismon.png,datasets/vpet_lora/train/01053_MaloMyotismon.png,"vpet_style, vpet_left_pose, digimon, malomyotismon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Mammothmon.png,datasets/vpet_lora/train/01054_Mammothmon.png,"vpet_style, vpet_left_pose, digimon, mammothmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/MarinKimeramon.png,datasets/vpet_lora/train/01055_MarinKimeramon.png,"vpet_style, vpet_left_pose, digimon, marinkimeramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Mastemon.png,datasets/vpet_lora/train/01056_Mastemon.png,"vpet_style, vpet_left_pose, digimon, mastemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/MasterTyrannomon (DW2).png,datasets/vpet_lora/train/01057_MasterTyrannomon (DW2).png,"vpet_style, vpet_left_pose, digimon, mastertyrannomon dw, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/MasterTyrannomon.png,datasets/vpet_lora/train/01058_MasterTyrannomon.png,"vpet_style, vpet_left_pose, digimon, mastertyrannomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/MasterV-dramon.png,datasets/vpet_lora/train/01059_MasterV-dramon.png,"vpet_style, vpet_left_pose, digimon, masterv dramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Meicoomon (Saltation).png,datasets/vpet_lora/train/01060_Meicoomon (Saltation).png,"vpet_style, vpet_left_pose, digimon, meicoomon saltation, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Meicrackmon.png,datasets/vpet_lora/train/01061_Meicrackmon.png,"vpet_style, vpet_left_pose, digimon, meicrackmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Meicrackmon_ Vicious Mode.png,datasets/vpet_lora/train/01062_Meicrackmon_ Vicious Mode.png,"vpet_style, vpet_left_pose, digimon, meicrackmon vicious, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Mephismon X-Antibody.png,datasets/vpet_lora/train/01063_Mephismon X-Antibody.png,"vpet_style, vpet_left_pose, digimon, mephismon x antibody, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Mervamon + Ogremon.png,datasets/vpet_lora/train/01064_Mervamon + Ogremon.png,"vpet_style, vpet_left_pose, digimon, mervamon + ogremon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/MetalGarurumon (Red).png,datasets/vpet_lora/train/01065_MetalGarurumon (Red).png,"vpet_style, vpet_left_pose, digimon, metalgarurumon red, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/MetalGreymon (C'mon Digimon).png,datasets/vpet_lora/train/01066_MetalGreymon (C'mon Digimon).png,"vpet_style, vpet_left_pose, digimon, metalgreymon c'mon digimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/MetalGreymon_ Alterous Mode.png,datasets/vpet_lora/train/01067_MetalGreymon_ Alterous Mode.png,"vpet_style, vpet_left_pose, digimon, metalgreymon alterous, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/MetalShoutmon.png,datasets/vpet_lora/train/01068_MetalShoutmon.png,"vpet_style, vpet_left_pose, digimon, metalshoutmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Metamormon.png,datasets/vpet_lora/train/01069_Metamormon.png,"vpet_style, vpet_left_pose, digimon, metamormon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Mikemon.png,datasets/vpet_lora/train/01070_Mikemon.png,"vpet_style, vpet_left_pose, digimon, mikemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Millenniumon.png,datasets/vpet_lora/train/01071_Millenniumon.png,"vpet_style, vpet_left_pose, digimon, millenniumon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Minervamon X-Antibody.png,datasets/vpet_lora/train/01072_Minervamon X-Antibody.png,"vpet_style, vpet_left_pose, digimon, minervamon x antibody, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Minotaurmon.png,datasets/vpet_lora/train/01073_Minotaurmon.png,"vpet_style, vpet_left_pose, digimon, minotaurmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Mobilemon (Legendary Skies).png,datasets/vpet_lora/train/01074_Mobilemon (Legendary Skies).png,"vpet_style, vpet_left_pose, digimon, mobilemon legendary skies, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/ModokiBetamon.png,datasets/vpet_lora/train/01075_ModokiBetamon.png,"vpet_style, vpet_left_pose, digimon, modokibetamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Monitamon.png,datasets/vpet_lora/train/01076_Monitamon.png,"vpet_style, vpet_left_pose, digimon, monitamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Monmon.png,datasets/vpet_lora/train/01077_Monmon.png,"vpet_style, vpet_left_pose, digimon, monmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Monochromon X-Antibody.png,datasets/vpet_lora/train/01078_Monochromon X-Antibody.png,"vpet_style, vpet_left_pose, digimon, monochromon x antibody, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Mush-Upped MachLeomon.png,datasets/vpet_lora/train/01079_Mush-Upped MachLeomon.png,"vpet_style, vpet_left_pose, digimon, mush upped machleomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/MusoKnightmon.png,datasets/vpet_lora/train/01080_MusoKnightmon.png,"vpet_style, vpet_left_pose, digimon, musoknightmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Myotismon.png,datasets/vpet_lora/train/01081_Myotismon.png,"vpet_style, vpet_left_pose, digimon, myotismon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Nanimon.png,datasets/vpet_lora/train/01082_Nanimon.png,"vpet_style, vpet_left_pose, digimon, nanimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Negamon (Evolved Form).png,datasets/vpet_lora/train/01083_Negamon (Evolved Form).png,"vpet_style, vpet_left_pose, digimon, negamon evolved form, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/NiseAgumon Hakase.png,datasets/vpet_lora/train/01084_NiseAgumon Hakase.png,"vpet_style, vpet_left_pose, digimon, niseagumon hakase, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/NiseDrimogemon.png,datasets/vpet_lora/train/01085_NiseDrimogemon.png,"vpet_style, vpet_left_pose, digimon, nisedrimogemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/NoblePumpkinmon.png,datasets/vpet_lora/train/01086_NoblePumpkinmon.png,"vpet_style, vpet_left_pose, digimon, noblepumpkinmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Numemon X-Antibody.png,datasets/vpet_lora/train/01087_Numemon X-Antibody.png,"vpet_style, vpet_left_pose, digimon, numemon x antibody, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Ogremon.png,datasets/vpet_lora/train/01088_Ogremon.png,"vpet_style, vpet_left_pose, digimon, ogremon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Ogudomon.png,datasets/vpet_lora/train/01089_Ogudomon.png,"vpet_style, vpet_left_pose, digimon, ogudomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Omegamon (Black) (Xros Loader Toy).png,datasets/vpet_lora/train/01090_Omegamon (Black) (Xros Loader Toy).png,"vpet_style, vpet_left_pose, digimon, omegamon xros loader toy, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Omegamon Alter-S.png,datasets/vpet_lora/train/01091_Omegamon Alter-S.png,"vpet_style, vpet_left_pose, digimon, omegamon alter s, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Omegamon X-Antibody.png,datasets/vpet_lora/train/01092_Omegamon X-Antibody.png,"vpet_style, vpet_left_pose, digimon, omegamon x antibody, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Omegamon_ Merciful Mode.png,datasets/vpet_lora/train/01093_Omegamon_ Merciful Mode.png,"vpet_style, vpet_left_pose, digimon, omegamon merciful, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Omekamon.png,datasets/vpet_lora/train/01094_Omekamon.png,"vpet_style, vpet_left_pose, digimon, omekamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Ophanimon.png,datasets/vpet_lora/train/01095_Ophanimon.png,"vpet_style, vpet_left_pose, digimon, ophanimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Ordinemon.png,datasets/vpet_lora/train/01096_Ordinemon.png,"vpet_style, vpet_left_pose, digimon, ordinemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Otamamon (Red).png,datasets/vpet_lora/train/01097_Otamamon (Red).png,"vpet_style, vpet_left_pose, digimon, otamamon red, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Otamamon.png,datasets/vpet_lora/train/01098_Otamamon.png,"vpet_style, vpet_left_pose, digimon, otamamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Parallelmon.png,datasets/vpet_lora/train/01099_Parallelmon.png,"vpet_style, vpet_left_pose, digimon, parallelmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Penmon.png,datasets/vpet_lora/train/01100_Penmon.png,"vpet_style, vpet_left_pose, digimon, penmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
